__mclCluster,EnrichmentMap::Colouring (Dataset 1),EnrichmentMap::ES (Dataset 1),EnrichmentMap::fdr_qvalue (Dataset 1),EnrichmentMap::fwer_qvalue (Dataset 1),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (Dataset 1),EnrichmentMap::pvalue (Dataset 1),name,selected,shared name
13,1,0.4523,0.0902,1,TAF5|GTF2F1|ERCC2|ERCC3|TBP|GTF2H5|TAF3|GTF2B|GTF2A1|GTF2H2|GTF2A2|GTF2E1|TAF4B|GTF2H3|GTF2H4|PAAF1|GTF2E2|TAF13|TCEA1|TAF4|TAF8|TAF7|TAF1|TAF10|TAF2|TAF11|TAF12|TAF5L|TAF6|TAF9|TAF6L|TAF9B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX,32,ENR,GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX,1.7439,0,GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX,FALSE,GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX
1,0.9957,0.4824,0.0946,1,KAT2A|EP300|SGF29|BEX4|WDR5|FRY|MAPT|FLNA|ZZZ3|NEK3|FNTA|TPPP|MBIP|HDAC6|TADA2A|TADA3|SIRT2|DR1|PRKAA1|KAT14|YEATS2|KAT2B|PRKAA2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TUBULIN_DEACETYLATION,23,ENR,GOBP_TUBULIN_DEACETYLATION,1.7316,0.0043,GOBP_TUBULIN_DEACETYLATION,FALSE,GOBP_TUBULIN_DEACETYLATION
7,1,0.3887,0.0399,0.864,CATSPERG|CFAP69|TTLL3|CFAP70|DRD2|GSTM3|CCDC181|IFT172|IFT27|ATP1B1|ATP1B3|DNAH5|GAS8|IQCG|NME5|SEPTIN7|SPATA6|SPATA6L|GABARAP|RSPH3|ATP2B4|SPEF2|CCDC34|ODF2|CFAP45|IFT88|QRICH2|DNAH10|DNHD1|CABCOCO1|EFCAB2|FLACC1|PMFBP1|RSPH10B|CFAP58|SLC9B2|CROCC|SPEF1|CALM1|CALM2|CALM3|SLC9B1|HVCN1|DNAH14|DNAH17|PACRG|DNAH2|SLIRP|DNAH6|AK2|DNAH7|CFAP119|ENKUR|RNF38|AK1|IQUB|TACR1|RAP1A|RPGR|SPACA9|PRKACA|VDAC2|CFAP251|CFAP43|ABHD2|DNAH1|SQSTM1|HYAL3|SPATA33|ATP1A1|SEPTIN6|ACE|PFKM|AKAP3|CFAP53|ODAD4|TCTE1|CAPZB|BBOF1|CCDC146|DNAH9|DNALI1|PRKAR1A|TOMM20|CUL3|SPAG16|CETN2|IFT81|DYNLT4|RSPH4A|RSPH9|HSP90AA1|VPS13A|NHERF1|HSPD1|CABYR|SLC26A6|KIF9|SPATC1L|IL4I1|ATG16L1|AK8|SPA17|RAN|MNS1|SAXO2|DYNC2H1|SEPTIN2|SEPTIN4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_9PLUS2_MOTILE_CILIUM,109,ENR,GOCC_9PLUS2_MOTILE_CILIUM,1.9161,0,GOCC_9PLUS2_MOTILE_CILIUM,FALSE,GOCC_9PLUS2_MOTILE_CILIUM
12,-0.9987,-0.6149,0.0474,0.92,GCNT1|GP1BA|ICAM1|AGER|MDK|IL27RA|PDGFD|PLVAP|PTGER4|RIPOR2|ST3GAL4|THY1|CXCL12|JAM3|MED23|BCR|PLCB1|CCL25|PTAFR|ADAM8|BST1|CD47|CD99|CD99L2|IL1R1|CHST2|ITGA4|FADD|FUT4|FUT9,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION,30,ENR,GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION,-1.8253,0.0013,GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION,FALSE,GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION
2,1,0.5247,6.00E-04,0.002,B9D2|CFAP410|CCDC66|CC2D2A|NPHP1|KIAA1549|KIFAP3|CEP290|SPTBN5|PCDHB13|PCDHB15|IFT140|CFAP53|IFT52|CPLANE1|TBCC|TTBK2|IQCB1|MACIR|CPLANE2|CEP131|CETN2|UNC119B|CETN3|KIF17|TRAF3IP1|SPATA7|IFT20|RPGRIP1L|TMEM17|CFAP36|MYO7A|IFT57|MAK|IFT122|TMEM80|WDR19|INTU|TCTN1|TCTN2|PCM1|TMEM107|TTC8|LCA5|TMEM216|TMEM231|TMEM237|CCSAP|TMEM67|BBS4|BBS9|NPHP4|CDKL1|NEK4|TOPORS|WHRN|CIBAR1|AHI1|ARL3|MKS1|SEPTIN2|DYNC2LI1|B9D1|FAM161A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_CILIARY_TRANSITION_ZONE,64,ENR,GOCC_CILIARY_TRANSITION_ZONE,2.4863,0,GOCC_CILIARY_TRANSITION_ZONE,FALSE,GOCC_CILIARY_TRANSITION_ZONE
1,0.9916,0.5861,0.0453,0.92,BUB1|SLF1|NAA10|AXIN2|CTNNB1|SMC5|FEN1|CTCF|ATRX|WAPL|ESPL1|TNKS|MACROH2A1|RAD21|DDX11|SLF2|NSMCE2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,17,ENR,GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,1.8872,0.0084,GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,FALSE,GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION
1,1,0.358,0.043,0.894,GOLGA2|SGO1|KLHL22|CEP104|NSMCE1|KNTC1|AURKC|LATS1|LATS2|KATNB1|DCTN4|KIF11|KIF15|DIAPH3|HAUS1|KIF20B|MAD1L1|MAD2L1|KIF2A|SPAG5|SPATA17|MAPK14|HAUS8|BOD1|CSPP1|RMDN2|NEDD1|PKP4|MAP10|ALMS1|AURKA|AURKB|ODF2|NIN|CEP19|RAE1|RGS14|NEK6|BRCC3|TMEM201|NPM1|FAM110A|FAM110C|CTNNB1|CALM1|DCTN1|CALM2|CALM3|CSAG1|NUBP2|CEP95|DSN1|DYNC1I1|CCNB1|PRC1|POC1A|ENKD1|KATNAL1|PLK1|UBXN2B|KATNAL2|PLK2|HSF1|PLK3|RALBP1|FBF1|UXT|NEK7|CDC14A|PPP2CA|CDC14B|CDC20|SMC1A|CDC25B|SMC3|STAG1|STAG2|TOPORS|TNKS|CDC6|TUBGCP4|GPSM2|TUBGCP6|RAB11A|RASSF1|RAD21|CKAP5|HNRNPU|TTC28|CNTRL|IKBKG|CDK5RAP2|KAT5|FAM161A|INPPL1|TPX2|TUBG1|CENPF|ALPK1|CEP63|SBDS|CEP44|CKAP2|KNSTRN|AUNIP|NUDCD2|CFAP53|CEP89|BIRC6|CTDP1|CEP128|CUL3|NEDD9|MAPRE1|SPAST|KATNBL1|SPDL1|YPEL5|MIS12|DLGAP5|EML1|TACC3|EFHC1|TBCCD1|DYNC1LI1|NDE1|RMDN3|NEK2|MAPKBP1|TUBGCP2|EMD|AAAS|GIT1|NSL1|TOPBP1|NUMA1|NUP62|WDR62|RASSF10|ASPM|TUBGCP3|FAM83D|MTCL1|BCCIP|SMC6|KLHL21|KATNA1|PMF1|VPS4A|VPS4B|BEX4|TUBGCP5|CEP85|FRY|PSRC1|TPT1|UNC119|WDR73|ARHGEF7|SPOUT1|CKAP2L|ZW10|ABRAXAS2|DDX11|IK|RMDN1|POC1B|ANKRD53|DYNC2I1|PPP2CB|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_SPINDLE_POLE,171,ENR,GOCC_SPINDLE_POLE,1.8992,0,GOCC_SPINDLE_POLE,FALSE,GOCC_SPINDLE_POLE
2,1,0.6509,0.0042,0.061,B9D2|TXNDC15|CC2D2A|CEP290|NEK1|TCTN1|RPGRIP1L|TCTN2|TCTN3|PTRH2|MKS1|TMEM107|NPHP3|TMEM216|DYNC2I1|CSPP1|TMEM231|TMEM237|B9D1|SLC37A4|TMEM67,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_PANCREATIC_FIBROSIS,21,ENR,HP_PANCREATIC_FIBROSIS,2.2375,0,HP_PANCREATIC_FIBROSIS,FALSE,HP_PANCREATIC_FIBROSIS
,-0.9987,-0.6454,0.0694,0.987,RNU4-1|LSM2|RNU4-2|TSSC4|RNU4ATAC|RNU5A-1|CD2BP2|PRPF19|RNU5B-1|RNU5D-1|RNU5E-1|SART3|RNU6ATAC|USP4|PRPF3|PRPF31|SRSF10|PRPF6|SRSF12|PRPF8|DDX20|AAR2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,22,ENR,GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,-1.7961,0.0013,GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,FALSE,GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY
3,1,0.2952,0.0728,0.996,MYH10|NOVA2|TUT1|HNRNPR|TSN|TYMS|NUP98|PCBP1|UNK|PCBP2|UPF3A|UPF3B|FUBP3|HNRNPM|AUH|LSM14A|XPO5|YBX1|EDC3|YBX3|HDLBP|KHNYN|YTHDC1|N4BP1|YTHDF1|MYEF2|YTHDF2|ZC3H12B|YTHDF3|ZC3H12C|ZAR1|ZC3H12D|GNL3|DDX3Y|ZFP36|SLPI|ZNF385A|RBM44|DHFR2|CLUH|HNRNPA2B1|RBM38|NELFE|PABPC1L|RBMS1|RBMS2|PIWIL2|SCAF8|G3BP2|DAZAP1|CSTF2|CSTF2T|RNF20|RNF40|ALYREF|GRSF1|RPL41|HNRNPU|SNRNP70|CELF2|CSTF3|TARDBP|CELF3|PCF11|CELF5|CELF6|ACO1|DDX17|MBD2|AGO2|DDX20|DDX21|DDX23|KHDRBS3|DDX39B|LRPPRC|ANGEL2|RBPMS2|ATXN2|DENR|MRPL12|RPS26|C1QBP|MECP2|CAPRIN1|CRYZ|CARHSP1|DDX3X|ELAVL2|CASC3|EIF2S2|HNRNPA1L3|HNRNPA1|HNRNPA3|DDX19B|SRSF7|EIF3A|CELF1|CIRBP|CPSF6|CPSF7|CNBP|NYNRIN|DHX33|G3BP1|EXOSC4|CPEB1|EIF4E|CPEB2|CPEB3|DDX5|EIF4G1|RBM25|CPEB4|HNRNPL|CSDC2|PTBP1|SLBP|ZNF638|DCP1A|DCP1B|ZC3H12A|DDX25|DDX6|DHFR|DHX36|DHX9|DND1|DXO|SNRNP35|EEFSEC|ATXN2L|EIF2A|LUC7L|LUC7L2|LUC7L3|EIF3D|SRSF4|EIF4A3|ADARB1|EIF4E2|EIF4G2|EIF4G3|MRPS7|HNRNPLL|ELAVL4|KHDRBS1|JRK|NKAP|LSM8|ETF1|RBM42|NXF1|EXOSC7|EXOSC8|EXOSC9|PABPC5|PARK7|NUDT16|FECH|FMR1|FUS|FXR1|FXR2|GEMIN5|DDX59|HNRNPA0|HNRNPC|HNRNPD|LARP1|SRBD1|IGF2BP1|PTBP2|IGF2BP2|IGF2BP3|RPS2|RBM15|ILF3|RBM15B|IREB2|RBM5|LARP7|FUBP1|KHSRP|LINC01145|LINC01783|PPIE|SLC4A1AP|LARP4|SRRM3|LARP4B|LARP6|AQR|LIN28A|LSM1|LSM14B|DDX39A|HNRNPK|DDX50|RBMS3|HNRNPAB|EIF4A1|STAU2|METTL14|METTL3|MEX3D|RPL35|RPL7|MIR663A|MRPL13|RBM20|MSI1|RPS13|MSI2|PTENP1-AS|NANOS1|DDX19A|NCBP1|NCBP2|NSRP1|NCBP3|RPS3A|RPS5|RPS7|NCL|TRA2B|NOCT|ARC|NUDT21|RSL1D1|CDC40|PABPC1|RPL24|CCT5|PABPC4|RPL26|PAIP2|SUPT5H|RBFOX2|SF1|RBM14|PARN|RBPMS|DDX41|SF3B1|PCBP4|SF3B6|SNIP1|PKM|EIF4ENIF1|ELAVL1|SNRPC|POLDIP3|SPEN|RNPS1|SRRM2|SRSF1|PUM1|PUM2|THOC5|PUM3|PURB|STRAP|CPSF1|QKI|RARA|RBM24|PPP1R8|RBM4|HSP90AA1|RBM47|RBM8A|RC3H1|RC3H2|RIDA|THOC2|TP53|TPR|PEG10|RPL13A|PTBP3|RPL5|RPS14|RPS3|UTP23|NOVA1|CALR|SAMD4A|SAMD4B|SECISBP2|SECISBP2L|ELAVL3|SERBP1|SHFL|SHMT1|ZFP36L1|ZFP36L2|SSB|STAU1|SYNCRIP|TACO1|TAF15|RBMX|TDRD7|CHTOP|FYTTD1|HNRNPA1L2|TIA1|TIAL1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_MRNA_BINDING,309,ENR,GOMF_MRNA_BINDING,1.7875,0,GOMF_MRNA_BINDING,FALSE,GOMF_MRNA_BINDING
,1,0.4281,0.0762,0.998,CPEB1|PAF1|NUDT21|CSTF1|CSTF3|TUT1|CDK9|PCF11|SLBP|LSM10|LSM11|CPSF3|SSU72|ZC3H3|DHX36|RPRD1A|MBLAC1|RPRD1B|RPRD2|AHCYL1|TENT2|CSTF2|YTHDC1|CSTF2T|ZNF473|PAPOLA|ZFP36L1|BARD1|CDC73|NCBP1|NCBP2|CPSF6|ZCCHC8|CLP1|CPSF7|CPSF2|LEO1|TENT4B|WDR33,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MRNA_3_END_PROCESSING,39,ENR,GOBP_MRNA_3_END_PROCESSING,1.7723,0,GOBP_MRNA_3_END_PROCESSING,FALSE,GOBP_MRNA_3_END_PROCESSING
1,1,0.4746,0.0359,0.801,FAM110C|OFD1|NISCH|TBCB|FYN|HSPH1|NCALD|CDK5R1|PACRG|FNTA|TTLL7|EML4|WASHC1|ENKD1|TRPV4|ARL8A|TBCEL|ARL8B|DNAL1|ARL4C|BBS4|SETD2|WASH6P|BEX4|WIPF3|SPAST|DLEC1|DIP2B|RACGAP1|HDAC6|TBCE|TAOK1|EFHC1|TRIM36|INO80|NDEL1|TRAPPC14,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_ALPHA_TUBULIN_BINDING,37,ENR,GOMF_ALPHA_TUBULIN_BINDING,1.9399,0,GOMF_ALPHA_TUBULIN_BINDING,FALSE,GOMF_ALPHA_TUBULIN_BINDING
1,1,0.4694,0.0013,0.01,ACTB|ACTL6A|ACTL6B|KLHL22|KNL1|KNTC1|ANAPC1|ANAPC11|LCMT1|ANAPC15|ANAPC2|ANAPC4|BECN1|ANAPC5|ANAPC7|MAD1L1|MAD2L1|MAD2L1BP|MAD2L2|MAP3K20|APC|ARID1A|ARID1B|ARID2|ATM|AURKB|BCL7A|BCL7B|BCL7C|BIRC5|NDC80|NEK6|BRD7|NSMCE2|BUB1|BUB1B|NUF2|BUB3|PBRM1|PCID2|PHF10|CCNB1|PLK1|CDC16|CDC20|CDC23|CDC27|PSMG2|CDC6|CDCA8|CDK1|RAD21|HNRNPU|CDK5RAP2|RB1|KAT2B|KAT5|CENPE|CENPF|RIOK2|CHFR|SMARCA2|SMARCA4|SMARCB1|SMARCC1|SMARCC2|SMARCD1|SMARCD2|CUL3|SMARCD3|SMARCE1|SPC24|SPC25|SPDL1|DLGAP5|TACC3|DPF1|DPF2|DPF3|DUSP1|DYNC1LI1|TEX14|NUMA1|TPR|ESPL1|TRIP13|TTK|UBE2C|FBXO5|GEN1|XRCC3|HASPIN|HECW2|ZNF207|ZW10|ZWILCH|ZWINT|IK|RMI2|INCENP,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,100,ENR,GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,2.3637,0,GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,FALSE,GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION
4,1,0.5876,0.0241,0.546,EIF1|EIF1B|EIF1AX|EIF3B|EIF3C|EIF3D|EIF3E|EIF3H|EIF3A|EIF3K|EIF3CL|EIF3F|EIF3G|EIF3I|EIF3J|DHX29|EIF3L|EIF2S1|EIF3M,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_TRANSLATION_PREINITIATION_COMPLEX,19,ENR,GOCC_TRANSLATION_PREINITIATION_COMPLEX,2.0186,0,GOCC_TRANSLATION_PREINITIATION_COMPLEX,FALSE,GOCC_TRANSLATION_PREINITIATION_COMPLEX
1,0.996,0.5159,0.0901,1,CENPK|SUGT1|TRAPPC12|CENPX|CENPE|CENPF|CENPA|CENPC|KNTC1|SENP6|MIS12|DLGAP5|POGZ|RNF4|CENPW|CENPT|CENPH,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_KINETOCHORE_ASSEMBLY,17,ENR,GOBP_KINETOCHORE_ASSEMBLY,1.743,0.004,GOBP_KINETOCHORE_ASSEMBLY,FALSE,GOBP_KINETOCHORE_ASSEMBLY
10,-0.9988,-0.5966,0.0663,0.98,TAP1|TAP2|TAPBP|TAPBPL|ULBP1|ULBP2|ULBP3|PDIA3|MR1|ACE|CALR|ERAP1|HLA-A|HLA-E|ABCB9|HLA-B|B2M|CLEC4A|ERAP2|HFE|HLA-C|HLA-F|IDE|IFI30|IKBKB|LNPEP|MFSD6|MICA|MICB|SAR1B|RAET1E|RAET1G|RAET1L,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,33,ENR,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,-1.8004,0.0012,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,FALSE,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
,-0.9975,-0.6376,0.0518,0.941,CCR1|CHRM1|CASR|PLCB4|F2RL2|GDPD5|NOTUM|CHRM3|PDIA3|BDKRB2|PLCB3|PLCD1|PLCD3|PLCD4|PLCH1|CCL5|PLCE1|PLCG1|PLCL1|PLCB1|PLCL2|PLCG2|EDNRA|SMPD1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_PHOSPHOLIPASE_C_ACTIVITY,24,ENR,GOMF_PHOSPHOLIPASE_C_ACTIVITY,-1.8193,0.0025,GOMF_PHOSPHOLIPASE_C_ACTIVITY,FALSE,GOMF_PHOSPHOLIPASE_C_ACTIVITY
1,1,0.38,6.00E-04,0.001,ABRAXAS1|ACTB|ACTL6A|ACTL6B|NIPBL|AKAP8|AKAP8L|ANAPC1|ANAPC11|ANAPC15|ANAPC2|ANAPC4|ANAPC5|ANAPC7|HAUS1|HAUS2|HAUS3|HAUS4|HAUS5|HAUS6|APC|HAUS7|HAUS8|ARID1A|ARID1B|ARID2|ATM|AURKA|AURKB|BCL7A|BCL7B|BCL7C|BIRC5|RGS14|BRCA1|PRICKLE1|BRD7|BRIP1|BUB1|BUB1B|BUB3|CIAO1|CIAO2A|CIAO2B|RANGRF|CCNB1|CCNB2|FIRRM|CCNE1|CCNE2|NEK7|MTCL2|CDC16|CDC20|CDC23|CDC27|CDC6|CDCA5|CDCA8|CDK1|CDK5RAP2|CENPH|CENPN|CENPO|CENPP|MIS18A|CDT1|CENPE|CENPF|CENPJ|CEP63|CHEK2|CHFR|CHMP2A|CHMP4B|CHMP4C|LZTS2|CHMP7|CLASP1|CLASP2|CUL3|DDB1|DDX3X|DLGAP5|CENATAC|DPF1|DPF2|DPF3|DUSP1|DYNC1LI1|USP9X|ERCC2|ESPL1|TOP1|FAM83D|MTCL1|FANCD2|FBXO5|ARL8B|GEN1|TUBGCP5|HASPIN|SMARCAD1|HECW2|IK|INCENP|INO80|KIF14|KLHL22|KNL1|KNTC1|CSNK2A1|LATS1|LCMT1|NUP37|NUP43|DIAPH3|MAD1L1|MAD2L1|EHMT2|MAD2L1BP|MAD2L2|MAP3K20|CTCF|MRE11|NDC80|NEK6|NSMCE2|NUF2|RIOK3|PBRM1|PCID2|PHF10|PLK1|POLDIP2|MAPRE2|PSMG2|TNKS|PTEN|RAB11A|RAD21|TUBB|RB1|SLC25A5|RCC1|RCC2|RIOK2|SASS6|SIRT2|SMARCA2|SMARCA4|SMARCB1|SMARCC1|SMARCC2|SMARCD1|SMARCD2|SMARCD3|SMARCE1|SMC5|SPC24|SPC25|SPDL1|SPDYA|STIL|SRPK1|UVRAG|TACC3|TLK2|TEX14|TUBGCP2|RECQL5|AAAS|ACTR2|ACTR3|AGO4|TPR|ARHGEF10|ASPM|BAZ1B|TRIP13|BCCIP|TTK|UBE2C|GTF2B|C9ORF78|CCDC61|CCNB1IP1|CCSAP|CDCA2|CENPI|VPS4A|CENPK|VPS4B|CENPS|BEX4|CENPX|CEP192|CEP85|CEP97|XRCC3|ZNF207|DCAF13|ZW10|ZWILCH|DIS3L2|ZWINT|DMC1|ABRAXAS2|DRG1|ANKRD53|ESCO2|GOLGA2|HSPA1A|HSPA1B|IHO1|AURKC|KATNB1|KIF11|BECN1|KIF15|KIF18B|KIF23|KIF2A|KIF4A|KIF4B|KIFC2|KLHDC8B|RAD18|BOD1|KMT5A|TOP3B|LSM14A|MAEL|MAP10|MAP9|CDC42|MKI67|MLH3|MND1|CENPC|CENPQ|MSH5|CEP55|CHAMP1|CHMP1A|CHMP1B|MYBL2|CHMP2B|MZT1|CHMP3|NCAPD2|CHMP4A|NCAPD3|CHMP5|NCAPG|CHMP6|NCAPG2|NCAPH|NCAPH2|NDC1|OFD1|CSNK1D|P3H4|DCTN2|TUBB1|DSN1|PHF13|DYNC1H1|ECT2|PPP2R1A|PRC1|EML3|EML4|PSMC3IP|PTTG1|RNF4|ITGB3BP|REC8|RHOA|SIRT7|FMN2|SMARCA5|SMC1A|SMC2|MAU2|SMC3|SMC4|STAG1|GEM|STAG2|STAG3|GPSM2|SYCE1L|SYCE2|HDAC3|SYCP2|HNRNPU|TENT4A|TEX15|KAT2B|KAT5|TOP2A|TOP2B|KIF18A|TPX2|TTN|TUBG1|KIF22|TUBG2|KIF2C|UBE2I|KIF3B|UHRF1|WAPL|WASHC5|CCDC69|KIFC1|WRAP73|KNSTRN|ZCWPW1|KPNB1|SAC3D1|STARD9|MAP1S|NAA60|MAPRE1|MEIOC|MIS12|MLH1|SGO2|NDE1|NDEL1|NEK2|NSL1|PLSCR1|NUDC|NUMA1|NUP62|NUSAP1|TUBGCP3|PDCD6IP|CENPW|PIBF1|PINX1|PMF1|PSRC1|RACGAP1|RAN|RMDN1|MAPRE3|RRS1|SEH1L|SEPTIN1|SGO1|NR3C1|SKA1|SKA2|SKA3|NTMT1|SPAG5|TLK1|SPICE1|SUN1|CENPU|TERF1|TRAPPC12|CENPL|CENPM|TTL|UBE2B|ARL8A|MMS19|TOP3A|NCOR1|TUBGCP4|TUBGCP6|BAG6|SENP6|CSNK2A2|FLNA|PUM1|PUM2|SETDB2|RPS3|OIP5|SMC6|CENPT|RMI2|HJURP,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CHROMOSOME_SEGREGATION,389,ENR,GOBP_CHROMOSOME_SEGREGATION,2.6356,0,GOBP_CHROMOSOME_SEGREGATION,FALSE,GOBP_CHROMOSOME_SEGREGATION
2,1,0.445,0.0262,0.603,B9D2|EVC|EVC2|CC2D2A|SUFU|ARL6|CEP290|BBS2|PDE6D|PRKACB|HOXD13|IFT140|IFT172|IFT27|IFT80|IQCE|SC5D|CSPP1|KIAA0825|SETD5|LZTFL1|DDX59|NEK1|CEP120|RPGRIP1L|GLI3|MKKS|OTUD5|DHCR7|INPP5E|OFD1|SCNM1|WDR19|SMOC1|TCTN1|TCTN2|TCTN3|IFT74|TTC21B|TMEM107|KIAA0753|PLAA|TMEM216|EXTL3|KIF7|BBS1|TMEM231|TMEM237|BBS12|TMEM67|BBS9|ZNF141|C2CD3|TXNDC15|CCDC28B|LBR|CD96|SMO|CIBAR1|MKS1|DYNC2H1|NPHP3|DYNC2I1|DYNC2I2|DYNC2LI1|B9D1|BMP4|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_POSTAXIAL_FOOT_POLYDACTYLY,68,ENR,HP_POSTAXIAL_FOOT_POLYDACTYLY,2.0017,0,HP_POSTAXIAL_FOOT_POLYDACTYLY,FALSE,HP_POSTAXIAL_FOOT_POLYDACTYLY
1,1,0.5269,0.0012,0.009,KIF18A|KIF22|CDT1|KIF14|KIF2C|SEH1L|CENPE|SKA1|SKA2|SKA3|CHMP2A|KIFC1|CHMP4B|CHMP4C|CHMP7|KPNB1|BECN1|MAD1L1|BOD1|CUL3|MAPRE1|SPDL1|AURKB|CENPC|MIS12|CEP55|CHAMP1|BIRC5|CHMP1A|NDC80|CHMP1B|CHMP2B|CHMP3|CHMP4A|CHMP5|CHMP6|NUF2|DCTN2|NUDC|NUP62|CCNB1|EML3|EML4|PDCD6IP|PIBF1|PINX1|VPS4A|VPS4B|CDC23|PSRC1|CDCA5|RAB11A|ZW10|CDCA8|CDK1|HNRNPU|RMDN1|INCENP|RRS1|ANKRD53|KAT2B|KAT5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,62,ENR,GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,2.3742,0,GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,FALSE,GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT
14,-1,-0.5651,0.039,0.839,FGF2|WNT5A|MIF|SEMA5A|HMGB1|ALKBH1|HMGB2|CX3CL1|CXCL10|GDNF|KDR|CCL5|TSC2|ITGA2|AGER|ANGPT2|ARTN|AZU1|PDGFB|CASR|CCR4|CDH13|CXCL12|CXCL8|F2RL1|F3|IL16|NTRK3|PGF|S1PR1|SCG2|VEGFA|VEGFB|VEGFC|VEGFD|FGF7|HGF|LGALS3|MET|NRP1|FGF10|PLXNB3|PTPRJ|S100A4|GPNMB|SMAD3|ANGPT1|WNT7B|CORO1A|SCRIB|BMP4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_CHEMOTAXIS,51,ENR,GOBP_POSITIVE_CHEMOTAXIS,-1.8425,0,GOBP_POSITIVE_CHEMOTAXIS,FALSE,GOBP_POSITIVE_CHEMOTAXIS
