NAME	TITLE	SCORE	
LIMCH1		0.7861793	
LRRK1		0.786167	
SPRY1		0.78608555	
ASH2L		0.78602403	
ATP5PD		0.7857525	
EDARADD		0.78571117	
FBXO7		0.78482175	
PPT1		0.7848142	
ZNF397		0.78478366	
TCEA1		0.784578	
SESN3		0.784	
POC1A		0.7838518	
NDUFA7		0.7835291	
METTL14		0.78349924	
NMI		0.78310156	
TCHP		0.78263134	
PRCP		0.78238815	
SLAIN1		0.78223014	
BRCA1		0.7822127	
RPL37		0.78200155	
RFC4		0.78171456	
ELOVL2		0.7815426	
CALN1		0.78106225	
ARL3		0.78098994	
SEPHS1		0.7809505	
DNAJA1		0.78085643	
TMEM256		0.7808374	
WDR5B		0.7807446	
GPKOW		0.7805969	
COG5		0.7804693	
PBX2		0.78040296	
TAFA5		0.77973944	
FAM227A		0.77943414	
PRPSAP2		0.7791773	
INTS10		0.7789785	
OPA1		0.7789416	
KCNA4		0.7787541	
XRCC1		0.77861935	
NEIL2		0.7785317	
F2RL2		0.7785278	
CEP19		0.77834356	
LYRM4		0.7782817	
RFLNA		0.77817386	
SNRPC		0.778111	
LGALSL		0.7780613	
CENPW		0.7779803	
EBAG9		0.77781206	
DDX17		0.7777195	
ZNF570		0.77742726	
LRRIQ3		0.77702063	
PIAS1		0.77656585	
SCN2B		0.7764718	
XIAP		0.77632016	
CASP6		0.7762833	
NECAB2		0.776085	
ETV6		0.776038	
CEPT1		0.77574474	
RPA1		0.7757415	
ASTE1		0.77529734	
ATXN7L3-AS1		0.77520245	
PTCHD4		0.7749554	
SPIDR		0.7748448	
CYTH3		0.7745814	
NASP		0.774361	
FAM88C		0.77369636	
GIHCG		0.7735192	
PEX19		0.77305645	
ZBTB8A		0.77299416	
HAPLN4		0.77284676	
NECAP1		0.77254426	
RPS6KB1		0.77246284	
RAB11FIP2		0.77233136	
ATG10		0.7722415	
PCGF1		0.7720294	
CAMKK2		0.7719046	
PCDHA3		0.77183247	
POLR2J		0.77170765	
CACNG4		0.7716255	
IVD		0.77051276	
CPSF4		0.7702621	
MRPL44		0.7701486	
BARD1		0.769854	
USP42		0.7697864	
USP21		0.7697024	
PSTK		0.7692688	
RPL12		0.76923364	
PSME3		0.76921165	
UBQLN2		0.769117	
AIFM1		0.7688838	
SLU7		0.767905	
ZNF56P		0.76762295	
APCDD1L-DT		0.7675464	
MPHOSPH10		0.76748	
GSKIP		0.76739806	
TCEAL2		0.7673553	
SMARCE1		0.7672382	
SLC24A1		0.7671253	
UBXN11		0.7669246	
C4A		0.7668139	
GNG11		0.7664005	
TBC1D14		0.766236	
TMEM150C		0.7661725	
SIN3A		0.7653607	
ACTA2		0.7653371	
TPST1		0.76522636	
BCDIN3D		0.7648097	
NT5C2		0.7646015	
ITM2B		0.7641013	
UBXN4		0.76388264	
EFHC2		0.76379055	
E2F3		0.76361036	
AK3		0.76346433	
TOMM22		0.763085	
TMEM217		0.7629517	
SYNDIG1		0.7624988	
NFKB1		0.7619256	
PSPC1		0.7611936	
ZNF804A		0.7611122	
NUDT21		0.7609367	
MOK		0.76091236	
BTD		0.7604194	
ZFYVE16		0.75992256	
PNISR		0.7597266	
TMEM17		0.75971675	
HNMT		0.759497	
ARFGAP2		0.75946635	
TGFB2-OT1		0.75940293	
NGDN		0.759399	
SGCE		0.7592337	
SH3BGR		0.7589667	
STRADA		0.758915	
TMC6		0.7587325	
RPL39		0.7583013	
NNT		0.7582902	
OSBPL6		0.75826937	
PPP6R3		0.7581369	
RAB39B		0.7581201	
PRORP		0.7580631	
ZNF778-DT		0.7578728	
RFX4		0.75755864	
COG4		0.75723594	
CCT2		0.75715584	
SNX30		0.75669026	
MARCKSL1		0.7560066	
MCM6		0.75596005	
ZNF772		0.75581384	
SAMD9		0.755784	
GNMT		0.7557075	
FAM168A		0.7551964	
NLGN4Y		0.75481254	
TLE5		0.75476164	
MRPS21		0.7543528	
TMEM97		0.75426143	
CENPS-CORT		0.7539148	
PPP4R2		0.7535121	
HAUS8		0.7534732	
DNASE1		0.75316525	
MARK3		0.75291675	
UROD		0.7527879	
SRSF6		0.75256276	
NACC2		0.75224274	
DAPK1		0.7520629	
EIF4H		0.752047	
SUB1		0.7518581	
NBDY		0.75160694	
SELENOF		0.75154406	
GAL3ST4		0.7513236	
RBM27		0.7513212	
RBIS		0.7513027	
EFNA1		0.75122184	
SMIM8		0.75090456	
VIPAS39		0.75073344	
TTF1		0.75067365	
PLEKHM3		0.7503991	
PSMC2		0.750333	
IRF2BP2		0.7502016	
ME2		0.7498988	
CLDND1		0.7498947	
C9orf78		0.7496141	
ZNF568		0.7495453	
SGPL1		0.74948496	
PLPP6		0.74914217	
CINP		0.748463	
RGL1		0.74840516	
POLR2D		0.74836504	
CCT6P3		0.74826497	
TWSG1		0.7479055	
WNK1		0.7478081	
RPS27A		0.7473829	
ARHGEF33		0.7470553	
PPP2R5D		0.7469285	
VPS39		0.74678934	
RBMS2		0.7467739	
TRIM28		0.7467214	
TMEM60		0.7465726	
GARNL3		0.74642515	
TBC1D24		0.7463147	
TIPIN		0.7460197	
ZFAND3		0.746014	
UBL3		0.7456325	
AGPAT5		0.7450118	
CCDC169		0.7449906	
SYT16		0.7448998	
EPHB1		0.74460536	
SYNPO		0.744332	
PTGES3		0.74405026	
C1QTNF3-AMACR		0.7437454	
FAM221A		0.74366844	
C2orf15		0.74308956	
SCAF11		0.7430196	
PURB		0.7429388	
PTPN9		0.7426249	
SRSF8		0.7423777	
MMD		0.7423043	
MTMR2		0.7421804	
TIMM10		0.74203473	
TMEM94		0.74185616	
WDR41		0.7412466	
DTX3L		0.74104774	
HAUS3		0.7409795	
TMEM121B		0.740594	
GNPTAB		0.7397129	
METTL18		0.73932827	
LOC105370169		0.7393099	
BCL7A		0.73928034	
RAB9B		0.73927695	
APPL2		0.7392765	
STMN2		0.7390324	
RBBP8		0.7389832	
ZNF248		0.7389739	
MPP1		0.7381814	
NAP1L2		0.7379758	
ZNF197		0.73728734	
ADAR		0.7372067	
NDFIP1		0.7371645	
N4BP1		0.73710424	
UBE2R2		0.7369586	
PCDH10		0.73692244	
CRTAM		0.7368069	
NXPH1		0.73625267	
MRPS7		0.73622924	
RPL17		0.7358572	
LINC02482		0.7355799	
SENP1		0.73473746	
CSTF2		0.73472905	
UCHL3		0.7339906	
GABRE		0.73376465	
TSPAN13		0.73310214	
HOXD13		0.73287463	
TXNDC15		0.73248726	
HASPIN		0.7320453	
HDAC3		0.73163104	
HERC6		0.7314293	
C12orf76		0.7310498	
CHAC2		0.7310189	
ADGRB3		0.73094404	
FNTA		0.7308381	
SEPTIN3		0.7305268	
SEC22C		0.73025465	
LRRC58		0.72981197	
ESAM		0.72957945	
MROCKI		0.72951776	
PTBP3		0.729427	
ZNF318		0.72939295	
YWHAQ		0.7292558	
DCAF5		0.7290424	
SMU1		0.7286419	
COMMD4		0.7285624	
OPA3		0.7285486	
MEST		0.7283458	
L3HYPDH		0.72821754	
SLC35F1		0.7280963	
EI24		0.728038	
MCCC2		0.7278618	
NUS1		0.72785074	
TFCP2		0.7277424	
IQCH		0.72764343	
ADSS1		0.7275683	
OPN3		0.726928	
TXNL1		0.72692007	
SRSF1		0.72686297	
TMEM138		0.726076	
SIRT1		0.7259964	
TFG		0.72585404	
LINC01238		0.72580343	
EFNA2		0.725633	
SCUBE3		0.72560316	
FEM1A		0.7252675	
TG		0.7251499	
PEF1		0.7249395	
ZNF354A		0.7248415	
ISCU		0.72478586	
EIF4EBP2		0.7247791	
BABAM1		0.72453725	
ZNF892		0.72428906	
TMEM30A-DT		0.72418857	
CPSF3		0.72397566	
ZNF230		0.7238872	
ELP3		0.7237365	
TMEM222		0.7234769	
KCNMB1		0.7233259	
ATP6V0D1		0.7231908	
ZSCAN30		0.72313046	
RBM12B		0.7231066	
GDPD2		0.72294515	
TRAPPC4		0.72275734	
DCLK2		0.72259134	
LPXN		0.72187835	
BRWD3		0.7218673	
RAP1A		0.721852	
PDSS2		0.7217815	
ST13		0.72167534	
TTC31		0.72139746	
DUT		0.7213789	
ZNF430		0.7206568	
ZNF655		0.7202937	
GPX7		0.7198665	
ANXA5		0.7196804	
PTX3		0.7196737	
PRH1		0.7191555	
SYNRG		0.7187096	
GGA3		0.7181305	
TMEM50B		0.71726483	
CCDC14		0.71724874	
GINM1		0.71703565	
ANKS6		0.7169307	
MSANTD4		0.7169218	
AKR1A1		0.7167262	
CNOT10		0.7167002	
VRK2		0.71662956	
ARL10		0.7165434	
PTPRK		0.7158527	
CALM2		0.71570057	
VAMP3		0.7156811	
CSTF3		0.71538574	
ADGRA1		0.71533334	
DNAJC18		0.7152818	
MPHOSPH9		0.7149924	
IFT25		0.7141334	
DAZAP2		0.7137807	
CHRNB1		0.7137442	
PAXIP1		0.7136459	
CYREN		0.71336603	
WDR73		0.71316075	
GOLGA8R		0.7129855	
PLEKHB1		0.71262705	
QRSL1		0.7122906	
FAM149B1		0.7122234	
CFAP68		0.71203846	
CLOCK		0.71184134	
SET		0.7116122	
NOSIP		0.7109923	
CKS1B		0.7108829	
ERVK3-1		0.71080464	
LOC100288637		0.710782	
PMS1		0.7093828	
RNF185		0.70902437	
PLIN5		0.70882255	
ZNF346		0.708727	
TBP		0.70872444	
NDUFAF7		0.7085479	
WRN		0.70811397	
BBX		0.7078821	
PPID		0.7076793	
SALL3		0.7075554	
TMTC4		0.70740813	
RNF34		0.7073975	
NAPG		0.70697623	
ARHGAP25		0.70697165	
STK32B		0.7068928	
USP49		0.7067745	
DYNC2I1		0.7067678	
BEX2		0.7067443	
MFSD9		0.70671463	
BLOC1S5		0.7064365	
ZFAND1		0.7062985	
TMEM91		0.70604515	
UBA52		0.70592153	
DMGDH		0.70568943	
FBXO8		0.70556885	
TRNP1		0.7054332	
EME1		0.70513546	
KPNA5		0.7051233	
CHMP5		0.705113	
UBXN7		0.7051098	
YEATS4		0.704797	
GNPDA2		0.7045489	
VANGL2		0.70453054	
TRIM69		0.7042501	
ADAL		0.7041461	
RANGRF		0.7036659	
IFT46		0.7035932	
RBM26-AS1		0.7032372	
ZNF558		0.7031004	
MED13L		0.70302224	
PAF1		0.70297045	
ZZZ3		0.7027261	
EIF4G3		0.702456	
RMI2		0.70244676	
DCAKD		0.70235586	
CEBPG		0.70223093	
LINC00562		0.70202786	
TUBGCP4		0.70189434	
CMTM4		0.70185626	
ASNS		0.7017232	
DDX25		0.70125777	
IGDCC3		0.7011372	
NDRG4		0.70062345	
ATP6AP2		0.7005002	
PBRM1		0.700451	
MMADHC		0.7002925	
PROSER1		0.7000563	
ZNF561-AS1		0.70005	
KIF11		0.7000072	
MACROH2A2		0.6999217	
IGIP		0.6999087	
SMC6		0.69978267	
ZKSCAN5		0.69961876	
MCEE		0.6994163	
SLC25A30		0.6987916	
PHF2		0.6986941	
TMEM68		0.6984663	
LYSET		0.698457	
MAP3K20		0.69810396	
GTF2H3		0.6977756	
TXNDC16		0.6974449	
RNF216P1		0.69717556	
FOXM1		0.6970154	
RBM12		0.6969334	
PREP		0.69666654	
SLC25A24		0.69663006	
GRPR		0.6964762	
GNB5		0.69643605	
ZNF518A		0.6959325	
ALKBH8		0.69574517	
ZNF471		0.69509786	
SCYL2		0.69507563	
CDH4		0.6948942	
PGAP2		0.6945996	
GPATCH8		0.6944408	
GNG10		0.6942562	
ZYG11B		0.69398546	
FIBIN		0.6938137	
IFT52		0.6935772	
CFAP44		0.6933771	
UBQLN1-AS1		0.6931351	
SMIM10L1		0.6931194	
AFF3		0.6930329	
LSP1P4		0.6929637	
ENTPD3-AS1		0.692927	
DDX46		0.6928707	
FARSB		0.69282717	
TMEM128		0.69225705	
ALKBH4		0.69215894	
ZNF529-AS1		0.6921023	
FNDC5		0.6920656	
TOMM6		0.69200915	
CEL		0.6916183	
GLMP		0.6916098	
TATDN3		0.6915787	
PSMC3		0.69036543	
GULP1		0.69002324	
LAMA1		0.68988484	
GART		0.68973726	
SYT15		0.6895523	
YY1		0.6895209	
GLS		0.68939584	
SLC38A9		0.68937635	
HEY2		0.6893619	
TBC1D3F		0.6892704	
TRIM9		0.689211	
SHLD3		0.6890512	
LINC02614		0.6887146	
TMEM50A		0.6884028	
C1RL		0.68833387	
PIGB		0.68820363	
ZNF773		0.68764985	
ZNF383		0.68759906	
LOC124900957		0.6872001	
MICU1		0.6871096	
NSRP1		0.68695337	
RPS7		0.6859976	
YKT6		0.68594044	
WDR91		0.685799	
VAV3		0.68578964	
C6orf62		0.6856553	
SHH		0.68556625	
GIGYF2		0.6855191	
UQCRFS1		0.68525946	
CITED1		0.6852358	
TET2		0.68515795	
LACTB2		0.6851437	
RAP1B		0.68513423	
RYR3		0.68512046	
RPS5		0.6849093	
DYNC1LI2-DT		0.68484783	
TRAK1		0.6845181	
STAM2		0.6843462	
IL1RAP		0.6842112	
RGS17		0.6841817	
MPP3		0.68407404	
NIPBL		0.6837523	
STRN		0.6835386	
DHRSX		0.6831985	
TANGO6		0.68290323	
DLAT		0.68279964	
IVNS1ABP		0.6827887	
PYURF		0.68265355	
GEN1		0.68242484	
ZDBF2		0.68229425	
CTXND1		0.6820761	
YBX2		0.6815421	
GNAO1-DT		0.68104595	
SNAP23		0.6810094	
METTL15		0.68099624	
EIF2AK1		0.6809217	
MIPEPP3		0.68084824	
SDCBP		0.6808374	
FZD2		0.68074024	
KBTBD7		0.68066424	
PGAP4		0.68065566	
TMEM30A		0.6806026	
CHM		0.6802629	
ERICH6-AS1		0.6800357	
TMEM181		0.6799609	
TCEAL5		0.6794311	
TMED10		0.67895937	
ERCC1		0.67886335	
TFAP2B		0.6784441	
PAK2		0.67823917	
SAV1		0.6782255	
ARPC1A		0.6781958	
ZFP36L2		0.67815727	
ZNF595		0.67814684	
NCBP2		0.67787266	
LEF1		0.677694	
ARRDC4		0.6776291	
NEU3		0.67755866	
POLQ		0.6766737	
FAM184A		0.67651546	
GTF2IRD2B		0.6760776	
LINC01176		0.6760217	
SHCBP1		0.67597556	
MTERF1		0.67592853	
ZCCHC17		0.6756424	
BRD10		0.6755877	
ACBD5		0.6747126	
GNB4		0.674091	
HGD		0.6739088	
AUTS2		0.6735843	
IFIT1		0.673559	
C4orf46		0.67355716	
CAMKMT		0.6734554	
CCNJL		0.6734298	
RAD51B		0.6732576	
NLGN1		0.6730848	
ATP8A1		0.672875	
ANAPC15		0.67251605	
HMGCL		0.6724229	
BCAS2		0.6724122	
CHCHD7		0.6723664	
HPS4		0.67226565	
SPARCL1		0.671962	
POLR2A		0.67186785	
CASK		0.6716918	
CAPRIN1		0.67111814	
MATCAP2		0.6710027	
EIF4G2		0.67063206	
DHX33		0.6701019	
TBC1D16		0.6697976	
RAP1GAP		0.669697	
SLN		0.66830015	
C3orf18		0.66812474	
ZNF830		0.66807026	
TEX10		0.66775894	
NCR3LG1		0.6673367	
TRO		0.6672906	
PSME3IP1		0.66724443	
LRR1		0.6669194	
FAM86HP		0.6668767	
ARHGAP42		0.66672957	
PLRG1		0.666511	
PCLAF		0.6660523	
RPL37A		0.6656651	
POU3F4		0.66547215	
SEC14L1		0.6653403	
EPB41L4B		0.66532797	
CRACD		0.6653177	
RCOR1		0.6653076	
NAA16		0.66513014	
ZFP28		0.66511196	
ARMCX1		0.66509414	
NOTCH2NLB		0.66492474	
SNUPN		0.66492194	
PHAX		0.66470003	
PRPF31		0.6641323	
DNMT3B		0.6639985	
TSGA10		0.6638671	
GYG1		0.663796	
MED6		0.6637296	
NDC1		0.6637065	
ZBTB4		0.6625881	
ARPC4		0.6621286	
DNAJC2		0.661705	
FAM241B		0.66154635	
SOCS4		0.6615328	
SAP30L-AS1		0.66116923	
ABCE1		0.6608331	
ORMDL1		0.6608273	
AGA		0.66074157	
IQCH-AS1		0.66073394	
GLIPR1		0.66065633	
CERT1		0.66060543	
ARF6		0.6603823	
MEGF11		0.66034293	
CEBPZ		0.65994346	
MRPS33		0.6596467	
LVRN		0.6596214	
MSMO1		0.6593296	
PDZD11		0.65926063	
XXYLT1		0.6592486	
MARCHF5		0.65908754	
TRNT1		0.65907794	
PTPN12		0.6588671	
TPRKB		0.65883696	
SUPT4H1		0.6586231	
LOC105371240		0.6585228	
EVX1		0.65845764	
FAM117B		0.65831864	
SLC25A44		0.65831214	
ELP1		0.65823144	
GGCT		0.65773314	
FKBP2		0.6574979	
RPL22		0.6574432	
FBL		0.65726596	
ACTMAP		0.65709615	
PSMB5		0.6567731	
GALNT11		0.6565635	
RUFY1		0.65635526	
C3orf38		0.65618145	
PREPL		0.6553803	
ARPP21		0.65536106	
DDX20		0.65519536	
EFCAB11		0.6548973	
MIR9-1HG		0.6546077	
NXN		0.65456694	
LCMT2		0.6542429	
TPX2		0.6540496	
DGCR8		0.6538974	
GPATCH4		0.6538462	
RUFY2		0.65341353	
LINC01122		0.6533514	
DDHD1		0.6531373	
COL23A1		0.6531299	
TXNL4A		0.65307975	
KLF13		0.65298504	
CRPPA		0.6527416	
IL17RD		0.6526246	
EHD3		0.65254897	
ACAD9		0.6524973	
PTPA		0.6524781	
ZNF665		0.6521634	
GMDS-DT		0.6521417	
CPVL		0.65212554	
SLC6A20		0.65205055	
RAB11A		0.6520413	
GNB1		0.65199333	
LOC124902477		0.651881	
LINC02606		0.65181375	
CASD1		0.65179527	
MSL3		0.65172946	
MCM9		0.65158707	
RAB1A		0.6512967	
TRAFD1		0.65107644	
CD2BP2		0.6506343	
PCBD2		0.650568	
TBC1D5		0.65041465	
DENND6B		0.6502459	
LINC01376		0.65019536	
SARM1		0.6497784	
S100PBP		0.6494645	
NPY2R		0.6492102	
SPAG9		0.6490616	
NDUFV3		0.64903796	
YIPF6		0.64902043	
COA1		0.649013	
SLC13A3		0.6487641	
S1PR3		0.6487187	
SNX9		0.64871186	
CD63-AS1		0.648699	
UBE2D2		0.64842063	
PDE6D		0.64837426	
ADNP-AS1		0.64826864	
C6orf89		0.64820164	
TRMT10B		0.6480941	
SLC25A36		0.64795095	
ZNF704		0.64787436	
VPS13B		0.6476349	
EXO1		0.6476195	
NSD2		0.64740306	
ENPEP		0.6473459	
SDHAF2		0.6470171	
ZNF200		0.6468577	
SYTL2		0.6467308	
SLC35B2		0.6467218	
NSDHL		0.64668334	
DYNLL1		0.64667326	
ASAP3		0.6465183	
LYRM9		0.64590156	
NBN		0.64582556	
ZNF410		0.6458183	
NIN		0.64509946	
SYNE1		0.6445237	
ZC3H15		0.6444139	
PABIR1		0.6438201	
MYB		0.6437405	
NBPF11		0.64340717	
YTHDF2		0.64328456	
CACNG1		0.6430281	
PARP6		0.64294744	
ATG4A		0.64274573	
ZNF546		0.64257866	
R3HDM2		0.64251506	
SNX11		0.64235896	
SORD		0.64181024	
MAGI2		0.6413399	
CEBPA-DT		0.6406384	
KIFC1		0.6404327	
VKORC1L1		0.6401796	
ZCWPW1		0.64004844	
RBM45		0.64000225	
BPNT1		0.6399379	
SNHG11		0.6399015	
NECAP2		0.63988614	
FRMD5		0.6397072	
SLC35D1		0.63943106	
NEDD8		0.6394096	
IFNGR2		0.639302	
RBM8A		0.6392164	
UBQLN1		0.63913	
TSPAN31		0.6389132	
VAMP8		0.638715	
SNRPD1		0.63846356	
MTRF1L		0.6381862	
COPS9		0.6381263	
OTX1		0.6379658	
BRAF		0.6378654	
LOC101927608		0.637769	
LRCH1		0.63773215	
HAUS5		0.63762075	
IDH1		0.63738674	
DDR1		0.63728905	
SYCE2		0.63660085	
XPR1		0.6362053	
CIB2		0.6361833	
MRFAP1L2		0.6361142	
TSN		0.63603806	
DACT3		0.63536346	
INPP4B		0.63506556	
PSMA6		0.6349763	
DCDC1		0.63464725	
DNAJC13		0.6343354	
CASC3		0.63414174	
TNRC6C		0.6337824	
ZC3HC1		0.63339907	
GABPB1		0.6332915	
PREX1		0.63310367	
BORCS7		0.6329691	
CDCA3		0.6328904	
USP39		0.6327705	
NUP85		0.6326124	
PIBF1		0.6324313	
EMID1		0.6322271	
TMEM186		0.63208705	
TMEM192		0.6319635	
CTDSPL		0.6319454	
SRP14		0.63149387	
DTL		0.6310931	
ARPC3		0.63108057	
EPM2A-DT		0.63101053	
MAPK6		0.6306362	
ACADSB		0.63057107	
THG1L		0.63027906	
HNRNPD		0.63026536	
SUGT1-DT		0.62989944	
TCN2		0.629806	
KCNAB2		0.6296995	
METTL17		0.62946135	
NDUFA6		0.6294582	
TRIP4		0.62935096	
ZBTB10		0.629284	
BCL2L2		0.62918	
RNF128		0.6290768	
CNOT9		0.62890226	
SRSF12		0.62861454	
STX18		0.62844795	
HLA-DRA		0.62797785	
PLEK		0.6277505	
VPS33A		0.6276863	
DOCK10		0.62741935	
GNPNAT1		0.6266415	
PAAF1		0.6265324	
ADK		0.6265209	
ITPRID2		0.6260849	
ARL6IP1		0.62606126	
ZNF761		0.6258653	
ESCO2		0.6258335	
SEMA4G		0.625579	
INTS9		0.6254523	
AGK		0.62511826	
ABHD4		0.62492245	
THAP1		0.62467	
UTP14A		0.6246203	
CCDC138		0.62424314	
TUBB		0.6240843	
LRP12		0.62382007	
PGBD1		0.62381434	
VPS4B		0.6235577	
LOC100289361		0.6232574	
TGS1		0.62319154	
SNAP47		0.6228037	
POGZ		0.62267303	
ZNF473		0.6226494	
HK2-DT		0.62263036	
EEF1AKMT2		0.62257516	
PSMB3		0.6225294	
CTSO		0.622492	
TIMM8B		0.6223864	
SMC4		0.6223708	
FAM136A		0.6223701	
LOC403312		0.6221369	
LRTOMT		0.6219145	
NCOA2		0.62166196	
IFT56		0.62163615	
RAD17		0.62126064	
DPF3		0.62076795	
MAGI1		0.6206279	
GINS4		0.62041545	
ATP9A		0.62038946	
MAGEE1		0.620364	
ZNF781		0.6203226	
NOTCH3		0.62024957	
TTC1		0.6202493	
SPOPL		0.62023497	
RSPH4A		0.61983675	
AGGF1		0.61978865	
ARID1B		0.61958045	
PCM1		0.6194668	
CDKL3		0.619382	
MPHOSPH8		0.6190483	
FANCA		0.6189271	
GSPT1		0.61879635	
SOCS5		0.61855626	
TRMT13		0.6185215	
BZW1		0.6184499	
C6orf118		0.61827487	
LOC124905202		0.6180401	
STAG3L4		0.61782473	
KLHDC8A		0.6177741	
HCFC2		0.61767703	
UHRF1		0.61729664	
NAGK		0.61725205	
POLR1D		0.6170608	
XPO1		0.6169223	
MSI2		0.6168289	
TCEAL7		0.61679626	
VAMP7		0.6166152	
EXOC7		0.61650956	
POLE2		0.61620015	
BTN2A2		0.6160885	
NGLY1		0.6160827	
ATP2C1		0.61575323	
POLR2I		0.6154545	
GLB1L2		0.6154085	
PROSER3		0.61495435	
GALC		0.614948	
ZNF486		0.6148589	
HLA-DMA		0.6144885	
DBT		0.6144724	
WNK3		0.6139884	
MKRN3		0.61387664	
DERA		0.6137019	
PAFAH2		0.6135093	
PDCD10		0.61348957	
STK36		0.6129975	
RSU1		0.61290634	
NBPF14		0.6128543	
LIG3		0.6126208	
PRMT6		0.6126175	
GCNT1		0.61251014	
CHRNA5		0.61247826	
LOC112694756		0.6123387	
ANKRD50		0.6123256	
MTERF3		0.61226654	
METTL3		0.61215675	
GDPD3		0.61191136	
PITHD1		0.61183107	
ISM2		0.61165434	
SRD5A3-AS1		0.6115539	
ACTB		0.61086607	
E2F8		0.6107947	
BMAL2		0.6106175	
HSF2		0.61045337	
ASF1A		0.61030114	
ZC3H14		0.6101604	
ANKRD40		0.6100679	
SLC25A18		0.60985285	
STMP1		0.60980034	
ZNF689		0.60974824	
GIN1		0.6097194	
CCDC18		0.6096035	
OLA1		0.60954285	
POLH		0.6093448	
NIF3L1		0.6089314	
NDUFAF1		0.6088711	
RPL4		0.60864836	
RAB3GAP2		0.60860866	
SLC9B2		0.608411	
NALF1		0.60778457	
GLUD1		0.6076159	
MAPRE1		0.6074021	
FOXA3		0.60709906	
CDCA7		0.6067751	
ZNF618		0.60674936	
SNX10		0.6067425	
MBD5		0.60603184	
ZNF124		0.60598713	
PSMG1		0.6057133	
BCAS3		0.6056593	
ZNF629		0.60565513	
ANKMY1		0.6051508	
LIMK2		0.6051473	
ACVR2A		0.6051077	
SCAMP5		0.60494983	
SLC35B4		0.60494924	
INO80E		0.60487574	
SKIDA1		0.6047104	
STX18-AS1		0.60415965	
DROSHA		0.60394377	
GTF3C6		0.6039074	
SNF8		0.60372835	
HIF1A		0.60359365	
MAZ		0.60332257	
MRPL27		0.6028221	
AURKB		0.6027894	
GTSE1		0.60264665	
TMSB4X		0.60256016	
SUGP1		0.6024853	
WDR20		0.60163397	
SPRED2		0.60157937	
FDX2		0.60147643	
NUDT2		0.60111004	
RAF1		0.6008637	
SF1		0.60084295	
ALOX12-AS1		0.60077405	
TNPO1		0.6004982	
PEPD		0.6001953	
LIN54		0.6000411	
RMI1		0.59989685	
ITGA11		0.59969085	
XPO7		0.5996238	
ANKRD45		0.5995489	
PHKA1		0.5992426	
OLFM1		0.599212	
PYROXD2		0.5991697	
TTC27		0.59916055	
RNF10		0.59811234	
PKN2-AS1		0.5980635	
ACOX2		0.59801245	
PTCD2		0.5979225	
DENND6A		0.59751076	
ACO1		0.59750766	
HSDL2		0.5974974	
SPAG8		0.59745073	
LRRC9		0.5974408	
QTRT2		0.5974377	
BCL9		0.5971414	
GPD1L		0.59710765	
SEC22B		0.5970609	
PUS7L		0.5968953	
NBPF1		0.59688073	
MTF2		0.59679264	
NELL2		0.5961605	
SNAPC3		0.595995	
HMGN4		0.59578794	
JDP2		0.59567475	
RNF31		0.5953981	
PLEKHA3		0.59518766	
RN7SL73P		0.5950152	
RPL36AL		0.5948669	
ATP6V1E1		0.5946978	
PYM1		0.59463125	
CDKN2AIP		0.5945941	
ERGIC2		0.5944166	
ITSN1		0.59424937	
USP10		0.59423774	
KLC1		0.5939039	
ATF6B		0.59381074	
ZKSCAN2		0.59378374	
LINC01145		0.59248626	
RPS6KA5		0.59239554	
RTCB		0.5920869	
USP48		0.5916424	
ZNF652		0.591631	
FZD3		0.59139967	
KCNN3		0.59116364	
PDP1		0.5911544	
CCDC149		0.5910706	
LIG1		0.5908672	
CCDC177		0.59086627	
SETD5		0.59057975	
MTMR9		0.5904439	
USP4		0.5903314	
WDR70		0.58998084	
GFAP		0.58972865	
PALLD		0.5895403	
RPL34		0.5893818	
UNG		0.5893534	
MYBPC2		0.5893518	
RPAP2		0.5889455	
KANSL1-AS1		0.5884974	
PSMD11		0.5884296	
SNX1		0.5882278	
USP15		0.58786905	
LOC644169		0.58783126	
CUL4B		0.58771175	
KTN1		0.5873249	
GPAT4		0.5870692	
CHST10		0.586597	
SRSF10		0.58629334	
AKAP10		0.5857332	
DCTN2		0.5856669	
GRIK2		0.5855244	
STIL		0.58549786	
COPZ1		0.58548075	
NSUN6		0.58532715	
PLEKHA8		0.5851786	
HYLS1		0.58513755	
METTL8		0.5845127	
ARHGAP19		0.58440197	
IGLON5		0.58425397	
CRB1		0.58417565	
FER		0.584157	
GNG12		0.58390206	
JAZF1		0.5837621	
TASP1		0.5834401	
N4BP2L1		0.58330405	
SEMA6D		0.58328104	
FGGY		0.583231	
MARF1		0.5829526	
EXOG		0.582437	
MORC4		0.5823187	
RANBP10		0.581951	
CMPK1		0.5819137	
MGME1		0.58159894	
MRM2		0.58156383	
ANGPTL1		0.5815191	
ACOX3		0.5803076	
CTPS1		0.5801354	
SLC16A9		0.57968324	
PROS1		0.5792421	
HIRA		0.5792357	
CAAP1		0.57920736	
AMZ2		0.579085	
ALX3		0.5789827	
RETSAT		0.5789263	
HOXD12		0.57888484	
PGPEP1		0.57886875	
ARHGEF25		0.578741	
WWC1		0.5786422	
IPO11		0.5784324	
CCDC97		0.5783622	
SPAG1		0.5782556	
MON1B		0.57823557	
PQBP1		0.5780322	
CAV2		0.57775354	
ACAA2		0.57759863	
LRGUK		0.5773862	
CMC4		0.5773819	
