NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMORY_T_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	36		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	66		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_PROCESSING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	56		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FUSION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	133		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	44		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1165	53		
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	150		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	207	15		
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_EXTRAVASATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	92		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	203		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	240		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	39		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUCUS_SECRETION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1701	96		
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	31		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_ADAPTATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	36		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	85		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELINATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	106		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	62		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	44		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_FUSION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NECROPTOTIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	296	24		
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	32		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	64		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	246	18		
GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	67		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	94		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	162		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	34		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	136		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	40		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	66		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION	61		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	63		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ODONTOGENESIS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OPSONIZATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	90		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	514	17		
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	53		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	54		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	77		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	31		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	69		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	165		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	113		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	88		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	158		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	73		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	186		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	41		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	693	39		
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	615	34		
GOBP_POSITIVE_REGULATION_OF_PINOCYTOSIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	113		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLATELET_ACTIVATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLATELET_AGGREGATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	129		Rejected!	
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	36		Rejected!	
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	44		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	137		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	575	27		
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	109		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	78		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	51		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	204		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	199		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	40		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	248		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	482		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	74		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	105		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	93		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	62		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1237	54		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	753	36		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_NEDDYLATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	91		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION	147		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	125		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT	251		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION	106		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	337	18		
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	132		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PYROPTOSIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	70		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_BINDING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CLUSTERING	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	54		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	55		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	43		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	91		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	407		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	67		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	654	33		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	80		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	1925	69		
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SECRETION	313	18		
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SIGNALING	1828	70		
GOBP_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	20		Rejected!	
